simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
S73 ,192716.449367089,440200.36334822,403270.289139158,3.53846153846154,1.92307692307692,8.92307692307692,2.92307692307692,9.23076923076923,7.38461538461539,5.92307692307692,0,3.72663888888889,315.605,64.1158111533587,40.3213978841538,53.5242245142004,-1.40033447789023
S74 ,257789.8125,437183.234877024,400616.009871026,4,1.88888888888889,9.22222222222222,2.88888888888889,8.88888888888889,7.33333333333333,6.22222222222222,0,3.75611111111111,319.1368,63.356555333998,38.3658101943702,53.5025878438397,-1.43973697690013
S75 ,258267.85862069,431989.082654401,407622.494007538,6.13636363636364,3.95454545454545,8.59090909090909,6.13636363636364,8.54545454545455,7.90909090909091,5.31818181818182,1,3.89208333333333,337.8376,63.8369966308359,41.7227837896228,53.5769979851672,-1.53849965553519
S8 0,253100.265625,434409.296774143,383452.35667773,6.85714285714286,4.57142857142857,9.14285714285714,8.42857142857143,4,5.28571428571429,7.28571428571429,3,3.53977777777778,301.1436,62.5658023217967,30.0970421974642,53.3433276162917,-1.48242043660495
S8 7,212027.123287671,434357.12731608,381107.276029369,2.22222222222222,2.77777777777778,7.22222222222222,3.66666666666667,7.22222222222222,6.44444444444445,7.33333333333333,3,3.48894444444445,299.3464,62.5021495103893,29.6385359260496,53.3272228149974,-1.47823065773856
S8 8,202068.442622951,435588.365348745,381934.760110964,4.25,4.25,8.25,6.5,6.25,6,6.5,3,3.52294444444444,300.4691,62.6254669655246,30.6345819365954,53.3344731227074,-1.46788270230043
S8 9,225846.590909091,435323.775578189,384279.08391358,8,8,8,8,5,6,4,3,3.57975,302.8064,62.4818442206412,30.9658272398222,53.3507192022806,-1.46417990549526
S80 ,164419.978835979,456667.87985299,377585.141925401,4.6,2.8,7.8,3.05,6.9,5.85,6.3,0,3.29486111111111,277.9472,66.5380434782609,60.295365866018,53.2976996201136,-1.1441203007162
S81 ,210657.183908046,458533.051544661,382603.025690182,6.29411764705882,3.35294117647059,6.70588235294118,4.94117647058824,8.76470588235294,6.82352941176471,4.23529411764706,2,3.37311111111111,281.5593,64.4477715877437,54.0216605359448,53.346929320514,-1.11960375171428
S9 1,126090.740740741,439128.783667845,391063.702911661,4,1.6,4.6,1.2,4,3,5.8,2,3.61666666666667,310.9316,62.334137233546,29.9844301394165,53.4073706480451,-1.40939274065467
S9 3,166491.666666667,438129.467800146,388309.772393851,4,1.5,4.5,1,5.5,3,7.5,3,3.63236111111111,312.1323,62.3317445907096,29.4181962600997,53.3896108289747,-1.41895860234863
S9 4,118964.285714286,439357.120812102,387382.126897179,4,3.25,6.5,2.75,3.75,3.25,5.5,3,3.62655555555556,311.462,62.3739545997611,29.5498871398855,53.3813752192572,-1.40907626901749
SE1 ,1091252.81736527,532534.98203121,179508.328372238,4.10169491525424,4.64406779661017,2.11864406779661,7.08474576271186,1.94915254237288,1.01694915254237,9.1864406779661,0,0.488583333333333,18.389,63.2982187837352,30.9217874315765,51.4951972919391,-0.0932018800337707
SE10,633327.939655173,538864.032579534,178067.54956136,2.95,5.95,2.95,7.8,2.9,1.3,8.6,0,0.267,10.3614,62.8519022159038,28.3407193540181,51.4832037402667,-0.000548221785662398
SE11,633720.426470588,531204.936461485,178449.970482806,3.5,4.35714285714286,2.5,7.14285714285714,1.64285714285714,1,8.71428571428571,2,0.54175,20.3501,63.3641723276196,31.1791623171815,51.4863781865198,-0.112222401322331
SE12,473097.205128205,540377.194063152,173710.631900309,4.26923076923077,6.07692307692308,2.57692307692308,6.53846153846154,3.30769230769231,1.46153846153846,6.76923076923077,0,0.322,11.9811,62.5862738477123,27.0189800453875,51.4437754333213,0.0265015123213935
SE13,506088.695167286,538346.909331526,175273.481634372,4.07142857142857,5.10714285714286,2.14285714285714,7.25,2.10714285714286,1.14285714285714,8.32142857142857,0,0.335611111111111,12.8682,62.8315367564449,28.0867656360001,51.4594143906209,-0.0126461272870031
SE14,541612.075471698,536043.579013677,176962.891698448,3.04166666666667,4.625,1.5,6.58333333333333,2.16666666666667,1,7.83333333333333,0,0.357,13.8711,62.9625324508268,29.2569926322908,51.4744255594266,-0.0408505962961826
SE15,863919.885496183,534498.994159345,176569.951184649,3.17142857142857,4.4,2.08571428571429,6.74285714285714,2.91428571428571,1.11428571428571,8.65714285714286,0,0.432527777777778,15.9714,63.1047812179876,29.8407517255278,51.4705423645948,-0.0663484884807246
SE16,536176.202185792,535280.789108428,179259.125109477,3.64,5,2.04,6.96,3.24,1.28,7.88,0,0.415055555555556,15.4592,63.0711351351351,29.9495332959719,51.4831287939987,-0.0489552739030455
SE17,616673.95890411,532453.810079142,178330.345150133,2.35714285714286,4,1.78571428571429,5.57142857142857,2.35714285714286,1,9.07142857142857,0,0.503666666666667,18.3881,63.2826624450809,30.6975917159134,51.4853950097352,-0.0938088231647029
SE18,438837.97979798,543997.513006243,178206.778565673,3.54716981132076,5.0377358490566,2.13207547169811,5.49056603773585,4.37735849056604,2.09433962264151,8.16981132075472,1,0.155222222222222,6.0746,62.3580080753701,25.2565433872559,51.4810676107383,0.0692459100511113
SE19,491177.158878505,533210.32144584,170531.142815241,3.39130434782609,5.52173913043478,2.21739130434783,7.1304347826087,3.34782608695652,1.47826086956522,6.47826086956522,3,0.621388888888889,21.8028,62.9293291086927,29.0228062259271,51.4175139758724,-0.0883946791488986
SE2 ,355554.653465347,546996.981386665,178890.378566558,2.76923076923077,5,2.30769230769231,4.92307692307692,4.84615384615385,2.53846153846154,7.07692307692308,2,0.0743888888888889,1.7702,62.3683837668252,25.1944823732358,51.4910359643925,0.116019491208427
SE20,418955.572254335,535006.254376531,169921.328794582,3.18181818181818,6.09090909090909,2.27272727272727,5.81818181818182,3.54545454545455,1.81818181818182,8.09090909090909,1,0.576166666666667,20.3808,62.6623975062682,27.3184741894235,51.4125699484396,-0.0586374691444581
SE21,981767.707070707,532777.735784202,172794.928099404,3.41176470588235,6.76470588235294,4.11764705882353,8.47058823529412,2.29411764705882,1,7.35294117647059,3,0.538527777777778,20.2345,63.1534105758341,30.2703991267303,51.4428282113418,-0.0872638274278092
SE22,763953.341584158,534055.267053413,174638.268083405,5.6,5.93333333333333,3.93333333333333,8.8,2.6,1.13333333333333,9.13333333333333,0,0.495222222222222,17.4847,63.0674070984877,29.7234732165711,51.4545784296753,-0.0705877869292531
SE23,582221.794520548,535762.705308479,173210.403239422,4.20833333333333,6,2.91666666666667,7.54166666666667,2.54166666666667,1.25,8.58333333333333,0,0.439805555555556,16.6884,62.8015409635021,28.1013829298366,51.441996435598,-0.0484898014399144
SE24,797427.717171717,532046.240139383,174580.527122544,3.06666666666667,5.33333333333333,3.4,7.6,1.66666666666667,1,8.46666666666667,2,0.579888888888889,19.8031,63.3118002855211,30.9019522318143,51.4585519702725,-0.101680160835164
SE25,394360.186915888,533938.799367801,168217.916345534,3.25,5.25,1.75,5.3125,3.0625,1.9375,8.0625,2,0.62875,22.4304,62.596566033426,26.5286610163792,51.3962137048301,-0.0730778588830902
SE26,558152.855555556,535363.253202641,171636.970038802,3.46153846153846,4.69230769230769,2,6.15384615384615,3.07692307692308,1.30769230769231,7,0,0.501722222222222,18.3756,62.7271786617613,27.7385639923382,51.4290737765821,-0.0532658056928694
SE27,585581.036764706,531986.961134769,171905.502626765,3.1,4.7,3,7.3,1.8,1,8.1,4,0.618555555555556,22.303,63.1800571388753,30.5728467216259,51.4314254027003,-0.103094418448057
SE28,320265.338709677,546238.726494506,180339.233272917,4.6,5.4,1.33333333333333,6.33333333333333,6.8,2.8,4.93333333333333,2,0.0725277777777778,2.8336,62.313665025084,24.3412212489208,51.5022784389667,0.104964923035911
SE3 ,659834.825242719,540484.758843832,176394.281610064,3.13333333333333,6.53333333333333,2.93333333333333,7.26666666666667,3.93333333333333,1.4,7.06666666666667,0,0.264861111111111,10.6338,62.7154075702843,28.1939480138776,51.471003074302,0.0265245374462022
SE4 ,587418.518518519,536630.201295602,175422.529356404,5.11111111111111,5.44444444444445,2.77777777777778,6.55555555555556,2.66666666666667,1.11111111111111,9.33333333333333,0,0.390472222222222,14.5155,62.8507788080166,28.413272246082,51.4586018462528,-0.0342082808265273
SE5 ,645137.259615385,532615.490467366,176686.638472332,3.42857142857143,4.61904761904762,2,6.57142857142857,2.23809523809524,1,9.09523809523809,1,0.510722222222222,18.0549,63.235989066427,30.2715141561087,51.4728283613492,-0.0951162716707359
SE6 ,487133.446494465,538013.536442563,172982.476788405,3.625,4.66666666666667,1.95833333333333,5.41666666666667,2.33333333333333,1.33333333333333,8.33333333333333,0,0.401444444444444,14.7912,62.7070616181975,27.6476541234032,51.4371592123377,-0.0144886248871426
SE7 ,726150.35,541345.038402584,178072.242282647,3.42857142857143,5.28571428571429,2.85714285714286,6.28571428571429,3.71428571428571,1.57142857142857,9,1,0.22075,8.4925,62.7345063611339,28.141518987367,51.4840827282968,0.0313195577961036
SE8 ,459320.388349515,536894.807037906,177788.438560156,3,4.57142857142857,1.28571428571429,5.42857142857143,3.85714285714286,1,9.71428571428571,0,0.349222222222222,12.7979,62.9556965161802,29.1830112587886,51.4830586988338,-0.0286678923747085
SE9 ,476056.264705882,542940.291396494,173769.083160222,3.85185185185185,5.92592592592593,3.55555555555556,5.33333333333333,4.74074074074074,2.2962962962963,7.22222222222222,0,0.291638888888889,10.8525,62.4450557201298,26.8109916114442,51.446228462643,0.0549353273460839
SG1 ,330048.152737752,524377.4344071,225465.927535128,4.87878787878788,5.96969696969697,4.15151515151515,4.33333333333333,7.21212121212121,4.39393939393939,4.21212121212121,0,1.28066666666667,99.2876,62.974195961107,41.4654768130626,51.9153657180759,-0.195850745671786
SG10,894600,542984.831146086,218566.00724778,9,10,9,8.5,5.5,8.5,8.5,1,1.06383333333333,69.3107,65.4224276527331,52.0438393795647,51.8280652833296,0.0213441794614137
SG11,566039.215686275,539757.685782903,222877.500433771,7.2,9.4,3.6,7.2,5.4,9.2,2.2,1,1.09413888888889,83.6586,68.7064755838641,52.1182586287185,51.8764380450612,-0.00770179373477215
SG12,501061.757575758,536559.431578752,214516.981284597,7.47058823529412,9.23529411764706,6.82352941176471,7.29411764705882,7.88235294117647,8.70588235294118,5.47058823529412,1,0.975527777777778,74.0554,65.5035667963684,49.7142266510671,51.8210656158995,-0.046365582152889
SG13,532784.432432433,533333.603550872,211638.783432117,5.4,9.5,7.1,9.1,7.6,7.9,4.8,2,0.987305555555556,73.8725,65.3895796329189,48.5606494530882,51.7943462314551,-0.0743001998272291
SG14,467578.108433735,531481.412769913,213925.466775818,6.33333333333333,8.5,5.66666666666667,6.83333333333333,8,9,4.83333333333333,1,1.05386111111111,79.6504,66.7210017574692,53.0979499410958,51.8527208586566,-0.0968265806686188
SG15,316366.25,519236.702699428,236352.681305958,8.25,7.25,7,4,6,6.5,5.75,1,1.40661111111111,113.1036,63.7534849596478,43.4929695019755,52.0004822054084,-0.240699844419235
SG16,407122.972972973,516785.644805158,236373.809504298,8.33333333333333,9.16666666666667,6.33333333333333,6.33333333333333,7.83333333333333,7.5,3.83333333333333,2,1.4995,119.1696,64.3224374495561,45.6840421791702,52.0127220078922,-0.292243784912628
SG17,403786.376146789,514531.019833448,238668.970250516,6.5,8.33333333333333,6.5,7.16666666666667,8.33333333333333,6.66666666666667,4,2,1.49508333333333,120.4289,67.1003344481605,55.9731881725697,52.0314274416466,-0.328220569327386
SG18,394137.033333333,519186.906359913,244222.188510175,7.42857142857143,7.71428571428571,6.92857142857143,5.14285714285714,6.57142857142857,6.42857142857143,4.92857142857143,2,1.51280555555556,119.2295,65.8105867346939,56.0030276070224,52.0686617716268,-0.261616832493309
SG19,333444.919786096,520550.76421979,250557.709882665,7.07692307692308,8.07692307692308,6.23076923076923,5.69230769230769,6.76923076923077,7.38461538461539,4.46153846153846,1,1.65177777777778,126.8105,65.7338129496403,54.2631467180467,52.1379636302037,-0.238505472813528
SG2 ,354693.289962825,526246.505063579,223542.451166295,5.7037037037037,6.44444444444445,4.92592592592593,4.7037037037037,7.55555555555556,4.55555555555556,5.07407407407407,0,1.29186111111111,91.3354,63.8888888888889,50.3211363285472,51.9223100988853,-0.155625834704286
SG3 ,503177.450980392,525224.131530514,219576.672681403,7,9,10,9,5,7,10,0,1.1865,87.2064,63.6797642436149,51.1375817054034,51.8638274698122,-0.18045258396645
SG4 ,497381.103286385,519816.228090618,226679.164315034,7.72222222222222,8.33333333333333,5.44444444444445,8.33333333333333,7.38888888888889,6.44444444444445,4.27777777777778,0,1.28597222222222,99.0849,62.1435406698565,32.1692562261076,51.91026078077,-0.26314465022179
SG5 ,429308.644736842,518423.019258547,232060.51775794,6.58333333333333,8.91666666666667,7.08333333333333,7.16666666666667,6.83333333333333,6.75,5.66666666666667,1,1.42958333333333,108.9286,64.3556370302475,47.7267426247263,51.9851930672849,-0.275045356380088
SG6 ,432844.616113744,522062.262446104,232764.948552889,5.76190476190476,6.71428571428571,5,5.0952380952381,8.19047619047619,6.57142857142857,4.42857142857143,1,1.37338888888889,107.5667,62.9334500875657,40.2198162286747,51.9782804984217,-0.22486768889879
SG7 ,435446.350649351,525211.787210421,234939.042363572,6.81818181818182,8.27272727272727,5.63636363636364,7.90909090909091,6.81818181818182,7.09090909090909,4.63636363636364,0,1.4225,114.1581,66.9861495844875,39.6525854108957,52.0276699846582,-0.116128667740854
SG8 ,438643.514388489,536189.433759983,242700.733810425,8.05263157894737,8.47368421052632,5.31578947368421,6.89473684210526,6.73684210526316,7.78947368421053,3.68421052631579,0,1.35266666666667,107.8613,68.8294515401953,54.6017184207702,52.0600041412321,-0.000959455153350858
SG9 ,469587.93442623,536634.347778559,229868.95355937,6.8,9.8,4.2,7,5.6,9.8,3,0,1.34647222222222,89.1266,71.0082079343365,44.9396585649233,51.9552374426995,0.0052598132607572
SK1 ,234081.578947368,390172.898902021,390089.854742661,2.14285714285714,2.07142857142857,7.21428571428571,3.28571428571429,3,5.14285714285714,7.07142857142857,1,4.25527777777778,367.6378,62.59747210937,28.3335109574802,53.4079692087058,-2.15004431074107
SK10,429660.936877076,391285.919236117,375755.115320086,7.58064516129032,6.54838709677419,6.48387096774194,7.38709677419355,6.90322580645161,8.09677419354839,3.67741935483871,1,4.19208333333333,332.2134,62.6995055850577,33.3018111108205,53.2958286959984,-2.14948778786768
SK11,298443.545454546,390529.798853464,372243.699249768,5.41176470588235,5.52941176470588,6.52941176470588,6.58823529411765,6,7.88235294117647,4.05882352941176,1,4.12122222222222,334.4475,62.5213903743316,28.7993937275032,53.2203214697914,-2.1690857170631
SK12,388773.005780347,393696.970559608,383757.703568823,9,6.3421052631579,6.47368421052632,7.89473684210526,6.02631578947368,8.78947368421053,3.60526315789474,0,4.16952777777778,336.326,63.8784818941504,33.6261198819431,53.3491015161271,-2.02566169706637
SK13,238975.757575758,402586.237196413,394643.184957674,7.65217391304348,4.69565217391304,8.21739130434783,5.73913043478261,6.43478260869565,9,6,2,4.19158333333333,356.3178,63.2615030674847,28.5859070217242,53.4691209252072,-1.98347577396036
SK14,197728.300653595,396360.425486145,395032.112559657,3.375,3.0625,5.875,4.625,5.21875,7.1875,4.6875,2,4.34388888888889,362.5329,63.0294277929155,28.0577779045032,53.4425243640787,-2.04833638189209
SK15,223750.312849162,396946.330339192,398864.534171043,3.125,3.0625,8,4.75,5.125,6.3125,6.5,2,4.38994444444444,363.9709,62.8905472636816,26.4652412418227,53.4891444423773,-2.03609711765209
SK16,250974.180327869,394693.476039401,397513.976691095,2.11111111111111,2,7,2.88888888888889,5.44444444444445,5.44444444444445,6.66666666666667,1,4.41072222222222,366.3211,62.8406235088277,28.0334533931194,53.4743671903204,-2.08064847775037
SK17,292655.851674641,408094.247109943,372328.135866571,7.17647058823529,5.23529411764706,5.76470588235294,5.35294117647059,5.94117647058824,9.70588235294118,4.58823529411765,0,3.82138888888889,305.9324,64.9951298701299,49.5918461619681,53.2066133851317,-1.86839997945443
SK2 ,286629.179104478,391306.239980964,388576.002924777,3.63636363636364,3.63636363636364,7.86363636363636,5.95454545454545,5.95454545454545,7.22727272727273,5.90909090909091,1,4.345,370.9672,62.9586145215058,30.106353455151,53.3944479559262,-2.11441896394218
SK22,248010.208333333,401026.140468019,386103.077734009,4,3,7,4,6,8,6,1,4.34858333333333,341.8636,63.2685845521576,31.0518864996501,53.3899457675509,-2.0619299410446
SK3 ,273944.780104712,388655.509873562,389011.263253066,2.44444444444444,2.72222222222222,8.27777777777778,4.61111111111111,4.16666666666667,5.88888888888889,7.44444444444445,2,4.24180555555556,364.8083,62.5616740088106,29.4472006685708,53.3962524125927,-2.17891212198142
SK4 ,367728.88372093,387958.417890324,391485.917623335,3.2,5.3,8.5,8.05,3.9,6.05,6.85,2,4.23227777777778,365.456,62.6037253230144,28.8775881150238,53.4076278903073,-2.16255099211696
SK5 ,181174.535911602,389929.525405134,393266.936751833,3.06666666666667,2.4,8.33333333333333,3.26666666666667,4.8,6.33333333333333,8.53333333333333,1,4.32297222222222,369.9933,62.6067205973864,28.2426975329843,53.4380770409421,-2.14710456513055
SK6 ,357308.040322581,394650.834301666,389885.578699094,4.40740740740741,4.25925925925926,7.74074074074074,5.81481481481482,6.62962962962963,7.48148148148148,5.66666666666667,1,4.38211111111111,343.4951,63.1059633027523,31.3324720052593,53.3998639116005,-2.08697392711167
SK7 ,444930.436813187,390695.287873031,385964.429531974,7.2962962962963,6.74074074074074,7.66666666666667,8.77777777777778,7.88888888888889,8.22222222222222,4.92592592592593,1,4.27688888888889,354.3275,62.9155998103367,32.5336574194992,53.3615279728013,-2.14680789381531
SK8 ,351046.262806236,386264.947898331,386962.905739747,4.60606060606061,5.48484848484848,7.6969696969697,8.36363636363636,6.87878787878788,7.15151515151515,5.48484848484848,2,4.22377777777778,352.9363,62.4918716131722,29.2311120128635,53.3776227367778,-2.21098045186404
SK9 ,514026.19760479,384736.792351541,381285.585745802,7.6,7.95,6.05,8.3,7.55,7.7,3.5,1,4.14286111111111,345.2463,62.6089017102823,33.7542653433874,53.3277029422334,-2.24863118664281
SL0 ,554727.8125,503023.018423243,181777.71061938,4.5,8.6,3.3,6,5.8,2.7,4.5,0,1.27416666666667,55.4337,62.4052615571776,37.2159662281554,51.5244422355917,-0.546032657618685
SL1 ,413795.045045045,495705.910796818,180659.939825773,3.88679245283019,5.07547169811321,2.45283018867925,5,4.9622641509434,2.37735849056604,6,1,1.29277777777778,63.929,63.2389686797024,39.0583219545398,51.5297008160509,-0.644768913834545
SL2 ,457023.15270936,496912.600837438,182346.05836752,4.42105263157895,6.05263157894737,3.10526315789474,5.57894736842105,6.42105263157895,3.36842105263158,5.21052631578947,0,1.36861111111111,59.5832,63.448392892793,45.0512998328249,51.5508139867073,-0.600222559921018
SL3 ,526451.604651163,500748.74030936,178681.352849303,4.24,5.92,1.92,6.4,4.92,2.32,4.28,0,1.12791666666667,51.9442,62.400548696845,36.0859374132546,51.489686684076,-0.547351897106452
SL4 ,627145.640522876,495504.367052541,176114.913882116,6.37931034482759,8.82758620689655,6.3448275862069,7.68965517241379,6.93103448275862,4.86206896551724,4.82758620689655,0,1.36205555555556,65.3074,63.3078848560701,41.2925290196437,51.460925982624,-0.627168661066098
SL5 ,928174.18556701,492900.067183623,168282.273004549,9.41666666666667,9.58333333333333,6.25,8.66666666666667,8.83333333333333,6.91666666666667,4.16666666666667,1,1.34883333333333,102.0661,64.0043525571273,45.1545304633995,51.407363633699,-0.664172465013579
SL6 ,713668.396396397,488285.454520028,181159.84426706,8.04651162790698,8.46511627906977,6.65116279069768,7.74418604651163,7.23255813953488,4.53488372093023,4.74418604651163,2,1.39455555555556,70.6167,63.344153141906,36.5487556094251,51.5292910075146,-0.738571971818448
SL7 ,827915.712230216,484768.54112069,187051.567958716,8.72727272727273,9.27272727272727,6.18181818181818,8.27272727272727,9.09090909090909,7.63636363636364,4.36363636363636,2,1.45163888888889,74.7621,62.9342105263158,31.9532298421659,51.577927589209,-0.775581463165769
SL8 ,662204.882352941,489555.15837037,187463.158554278,9.66666666666667,9.33333333333333,7.66666666666667,8,8,5,6.33333333333333,2,1.4235,68.4059,62.9657701711492,33.8377234322114,51.5804123002449,-0.707395086025918
SL9 ,958385.377245509,500072.039823974,189775.073266358,7.58333333333333,9,4.91666666666667,8.58333333333333,8.16666666666667,5.41666666666667,3.33333333333333,0,1.24036111111111,55.5896,63.8720231932077,49.7363111709616,51.5981366556379,-0.547561636045338
SM1 ,426646.168582375,525914.166504928,164713.232601333,6.34285714285714,7.68571428571429,4.97142857142857,7.28571428571429,4.71428571428571,3.74285714285714,6.82857142857143,5,0.907972222222222,35.4264,62.7102974602234,28.8043916593018,51.368896202935,-0.19285124784067
SM2 ,535185.858585859,525641.804461078,163009.795109115,7.42857142857143,7.85714285714286,3.64285714285714,8.42857142857143,5.92857142857143,4.78571428571429,4.28571428571429,4,0.957055555555556,37.1705,62.544380587484,28.1010380925793,51.3466768675132,-0.200476563901054
SM3 ,483448.71875,524240.778930029,165152.489263363,6.25,8.41666666666667,6.83333333333333,6.5,5.08333333333333,3.08333333333333,7.33333333333333,5,0.910138888888889,35.6738,62.7798700995281,29.281961123312,51.3743994119906,-0.19192986150233
SM4 ,462171.096774194,525189.305723873,167503.118745055,5.27272727272727,7.45454545454545,4.95454545454545,6.40909090909091,3.40909090909091,2.13636363636364,6.86363636363636,5,0.895666666666667,32.843,62.9081903554305,29.5127705283537,51.3956156586154,-0.201656263533905
SM5 ,473303.794238683,527541.107498261,165060.317937162,5.72727272727273,7.18181818181818,5.18181818181818,6.86363636363636,4.5,3.68181818181818,7.18181818181818,5,0.826666666666667,32.5351,62.6130803085514,28.3758894748091,51.3666447404787,-0.161961150674489
SM6 ,482902.081300813,529328.05296249,164138.33415023,5.91666666666667,6.66666666666667,4.75,7,5.08333333333333,3.75,6.83333333333333,4,0.793833333333333,31.2989,62.5278079667344,26.7628005392485,51.3602670110278,-0.140272330263878
SM7 ,621085.417721519,525319.17380339,159738.395824859,6.5,9,6.375,7.875,6.25,3,4.5,2,0.916388888888889,64.0915,62.4764831202884,29.3701754204313,51.3220200613607,-0.202549340589099
SN1 ,275816.711934156,415068.206134817,184254.369074164,3.66666666666667,5.81481481481482,6.37037037037037,5.85185185185185,4.77777777777778,5.14814814814815,5.92592592592593,3,2.39638888888889,150.0057,63.4948453608248,33.1234984642521,51.4429781279289,-1.76571122320442
SN10,331411.441964286,401027.982701812,159954.969329695,8.0952380952381,7.28571428571429,4.71428571428571,5.90476190476191,5.95238095238095,7.47619047619048,3.52380952380952,0,2.58233333333333,203.7254,62.5727023319616,23.8481767692602,51.3206836378598,-1.93956282942835
SN11,349372.486187845,400053.058327318,171296.22439346,7.72222222222222,7.27777777777778,4.94444444444445,5.66666666666667,6.16666666666667,7.16666666666667,3.77777777777778,0,2.65052777777778,206.0188,62.5799055967633,24.4273152407446,51.3200324217872,-1.97095618751092
SN12,286145.95,390687.966980556,163739.307358843,6.86666666666667,7,5.13333333333333,4.66666666666667,7.13333333333333,6.8,3.6,1,2.79116666666667,192.2453,64.363100252738,41.7386267902275,51.3829700965936,-2.17071409411128
SN13,403542.610526316,385777.393507945,169636.824566704,8.36363636363636,8.27272727272727,3.63636363636364,6.18181818181818,6.09090909090909,7.36363636363636,2.63636363636364,0,2.65488888888889,185.5081,63.8471659919028,39.016629939015,51.4454290759796,-2.19465269811098
SN14,433922.494444444,387132.750874478,175134.533056374,8.31578947368421,7.68421052631579,5.21052631578947,6.89473684210526,7.10526315789474,6.8421052631579,3.73684210526316,0,2.64375,183.2056,63.8664383561644,42.1103190400631,51.4906470410512,-2.18121506682828
SN15,356774.26459144,394709.559699351,175015.957822352,8.71428571428571,7.78571428571429,4.57142857142857,7,6.07142857142857,6.78571428571429,3.5,2,2.46766666666667,165.5796,63.6835016835017,37.4645840075857,51.5178483670117,-2.0006206179584
SN16,449066.571428572,394153.85117205,188351.272628086,8.85714285714286,7.85714285714286,3.42857142857143,7,6.42857142857143,7.14285714285714,2.14285714285714,2,2.45472222222222,164.9668,62.2849740932643,32.3402417962003,51.5749820433761,-2.00322550390035
SN2 ,256550.06614786,414848.199103966,186764.529312395,4.5952380952381,5.21428571428571,6.45238095238095,4.26190476190476,7.30952380952381,6.14285714285714,5.11904761904762,0,2.32433333333333,156.1568,61.93798724309,30.2425195914714,51.5973635868925,-1.78201057943752
SN25,275919.847094801,413335.521869636,188765.236782578,6.625,7.125,4.25,6.25,9.125,7.25,2.625,0,2.38722222222222,158.8115,61.4328965205603,24.2374706750919,51.6008714401692,-1.83274664863767
SN3 ,285927.244514107,417708.854416816,184721.644192693,4.4,5.1,5.03333333333333,4.26666666666667,7.03333333333333,5.36666666666667,4,0,2.19502777777778,146.8775,63.1465304684748,39.9200293605055,51.5503729568567,-1.71479642798567
SN4 ,331787.755102041,411483.425372749,181410.365614517,7.45454545454545,6.09090909090909,6.72727272727273,6.27272727272727,7.54545454545455,5.90909090909091,5,1,2.33938888888889,158.8925,61.2077771329077,19.3923436622643,51.5029706466951,-1.82881839956054
SN5 ,289485.257142857,411152.941097587,185253.931963853,6,6.11764705882353,6.70588235294118,6.11764705882353,7.76470588235294,5.23529411764706,4.64705882352941,0,2.40619444444444,160.8566,61.5843641761504,24.3321118356269,51.591456885924,-1.85127529489666
SN6 ,455061.929032258,417397.986817959,191974.474451916,8.2,7.7,6.7,6.5,8.1,8.1,4.7,0,2.32544444444444,155.1575,62.9434654919236,38.3126308063739,51.6139322606355,-1.74428056970008
SN7 ,427297.465346535,430152.273807896,194399.919655933,7.8,8.4,6.4,7,6.8,7.8,3.8,0,2.31927777777778,144.8042,72.0666666666667,30.836671117045,51.6572803006641,-1.55789325845949
SN8 ,532218.08994709,421872.424653267,167457.175098933,7.83333333333333,8.75,4.66666666666667,6.91666666666667,6.41666666666667,7.5,3.5,2,2.36569444444444,149.5617,63.5068493150685,29.3570414300033,51.3866876606544,-1.68043058058195
SN9 ,475696.875,415174.617699616,158644.94850539,7.66666666666667,8.33333333333333,4.66666666666667,6.66666666666667,3.33333333333333,9,3.66666666666667,0,2.40425,195.368,,,51.3226639895797,-1.79362618017782
SO14,425437.939393939,442492.102829109,111994.974397283,1.4,2.6,5.1,4.4,2.2,1.4,8,0,2.21316666666667,180.7213,62.2987273155786,28.534793901592,50.9164820907345,-1.38916881189008
SO16,295415.611111111,439800.469501403,115386.19495306,3.81818181818182,4.18181818181818,5.90909090909091,4.09090909090909,2.63636363636364,1.63636363636364,7,0,2.11097222222222,177.3287,62.084187408492,26.7775363865943,50.9429487205143,-1.38093961199633
SO17,270505.465116279,442864.976690129,114385.140661622,4.2,4.8,6,8.4,3.2,1.8,7.6,0,2.15236111111111,178.6768,62.3875694198275,29.3699801823406,50.9278593631046,-1.391981633294
SO18,305310.151685393,445037.392295123,114140.665879772,3.12903225806452,4.80645161290323,6.29032258064516,5,4.38709677419355,2,5.54838709677419,0,2.24533333333333,182.534,62.0587634133878,26.2518166385386,50.9185775332259,-1.34118778463328
SO19,244504.863945578,445310.678688618,111446.565715239,2.3125,2.96875,5.71875,3.375,3.5625,1.875,5.875,0,2.24825,180.844,62.0761643151455,26.3865559150551,50.8970258823637,-1.34795731231924
SO20,741040.5,433886.841703186,135569.60586264,6.5,8.75,2.125,7.625,2.625,6.625,1.625,1,2.05105555555556,168.7398,64.8571428571429,18.1318681318681,51.1027580620677,-1.45423033978317
SO21,645490.22556391,447926.991527197,130335.987692546,8.05263157894737,9.57894736842105,4.05263157894737,8.94736842105263,5.21052631578947,4.21052631578947,2.42105263157895,1,1.966,160.6782,63.512077294686,44.4957437464376,51.0746798706796,-1.3023933263616
